score_adjusted,bubble_rating,views,location_grade,amenity_count,time_to_booking,Actual_Segment,Predicted_Segment
4.0,4.0,0,100.0,1,23,Low-Price Hotels,Low-Price Hotels
4.55769230769231,4.5,0,100.0,17,30,Low-Price Hotels,Low-Price Hotels
4.84288537549407,5.0,0,100.0,21,24,Mid-Price Hotels,Mid-Price Hotels
4.75,5.0,0,100.0,5,15,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,100.0,30,25,Mid-Price Hotels,Low-Price Hotels
1.0,1.0,0,100.0,1,9,Low-Price Hotels,Low-Price Hotels
2.0,2.0,0,73.0,7,17,Low-Price Hotels,Low-Price Hotels
4.59133709981168,4.5,0,81.0,40,28,Low-Price Hotels,Low-Price Hotels
3.65384615384615,3.5,0,100.0,24,14,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,81.0,0,26,Low-Price Hotels,Low-Price Hotels
4.78765201122544,5.0,0,100.0,10,25,Low-Price Hotels,Low-Price Hotels
4.3,4.5,0,95.0,14,11,Mid-Price Hotels,High-Price Hotels
4.93333333333333,5.0,0,100.0,0,15,Mid-Price Hotels,Mid-Price Hotels
3.65714285714286,3.5,0,47.0,15,6,Low-Price Hotels,Low-Price Hotels
4.85,5.0,0,100.0,11,1,High-Price Hotels,High-Price Hotels
3.54782608695652,3.5,0,100.0,31,16,Mid-Price Hotels,Mid-Price Hotels
4.96551724137931,5.0,0,100.0,22,25,Mid-Price Hotels,Mid-Price Hotels
3.3,3.5,0,100.0,13,14,Mid-Price Hotels,Mid-Price Hotels
3.84905660377358,4.0,0,100.0,13,13,Mid-Price Hotels,Mid-Price Hotels
3.0,3.0,0,91.0,1,5,Mid-Price Hotels,Mid-Price Hotels
3.0,3.0,0,100.0,0,5,Mid-Price Hotels,Mid-Price Hotels
4.91774891774892,5.0,0,100.0,15,11,High-Price Hotels,High-Price Hotels
3.81443298969072,4.0,0,100.0,23,3,High-Price Hotels,High-Price Hotels
1.0,1.0,0,90.0,1,3,Low-Price Hotels,Low-Price Hotels
4.66265060240964,4.5,0,100.0,20,28,Low-Price Hotels,Low-Price Hotels
3.60802638812534,3.5,0,76.0,39,17,Mid-Price Hotels,Low-Price Hotels
4.1,4.0,0,82.0,7,22,Low-Price Hotels,Low-Price Hotels
4.2611781405252,4.5,7,100.0,41,14,High-Price Hotels,High-Price Hotels
3.125,3.0,0,100.0,2,16,Low-Price Hotels,Low-Price Hotels
4.76595744680851,5.0,0,80.0,32,12,High-Price Hotels,High-Price Hotels
4.70526315789474,4.5,0,67.0,8,8,Mid-Price Hotels,Mid-Price Hotels
4.77777777777778,5.0,0,87.0,20,28,Low-Price Hotels,Low-Price Hotels
4.5,4.5,0,100.0,1,14,Mid-Price Hotels,Mid-Price Hotels
4.83333333333333,5.0,0,100.0,35,15,High-Price Hotels,High-Price Hotels
1.0,1.0,0,90.0,2,28,Low-Price Hotels,Low-Price Hotels
4.725,4.5,0,100.0,8,24,Low-Price Hotels,Low-Price Hotels
4.67840834964123,4.5,0,100.0,72,27,High-Price Hotels,Mid-Price Hotels
3.68,3.5,0,55.0,11,30,Low-Price Hotels,Low-Price Hotels
4.39759036144578,4.5,0,100.0,14,15,Mid-Price Hotels,Mid-Price Hotels
4.45410628019324,4.5,0,100.0,25,1,High-Price Hotels,High-Price Hotels
4.08888888888889,4.0,0,100.0,9,5,High-Price Hotels,High-Price Hotels
4.78125,5.0,0,100.0,14,22,Mid-Price Hotels,Mid-Price Hotels
3.6,3.5,0,100.0,19,12,Mid-Price Hotels,Mid-Price Hotels
4.1986301369863,4.0,0,89.0,14,14,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,100.0,11,14,Mid-Price Hotels,Mid-Price Hotels
4.5,4.5,0,43.0,10,25,Low-Price Hotels,Low-Price Hotels
4.775,5.0,0,99.0,23,12,High-Price Hotels,High-Price Hotels
3.25,3.5,0,100.0,2,25,Low-Price Hotels,Low-Price Hotels
1.86567164179104,2.0,0,100.0,9,1,Mid-Price Hotels,Mid-Price Hotels
3.96296296296296,4.0,0,100.0,12,17,Mid-Price Hotels,Mid-Price Hotels
2.92741935483871,3.0,0,100.0,10,30,Low-Price Hotels,Low-Price Hotels
4.7906976744186,5.0,0,100.0,13,3,High-Price Hotels,High-Price Hotels
4.9375,5.0,0,84.0,20,20,Mid-Price Hotels,Low-Price Hotels
3.55555555555556,3.5,0,46.0,2,7,Low-Price Hotels,Low-Price Hotels
2.89304812834225,3.0,0,100.0,15,10,Mid-Price Hotels,Mid-Price Hotels
4.07142857142857,4.0,0,100.0,4,21,Low-Price Hotels,Low-Price Hotels
3.66666666666667,3.5,0,100.0,5,26,Low-Price Hotels,Low-Price Hotels
2.66666666666667,2.5,0,91.0,1,8,Low-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,27,2,High-Price Hotels,High-Price Hotels
4.57471264367816,4.5,0,89.0,10,8,High-Price Hotels,High-Price Hotels
5.0,5.0,0,100.0,0,16,Mid-Price Hotels,Mid-Price Hotels
4.82857142857143,5.0,0,100.0,18,18,Mid-Price Hotels,Mid-Price Hotels
3.5,3.5,0,100.0,0,21,Low-Price Hotels,Low-Price Hotels
4.54074074074074,4.5,0,100.0,43,7,High-Price Hotels,High-Price Hotels
4.07751937984496,4.0,0,100.0,23,27,Low-Price Hotels,Low-Price Hotels
4.375,4.5,0,100.0,2,30,Low-Price Hotels,Low-Price Hotels
3.47540983606557,3.5,0,100.0,18,5,High-Price Hotels,High-Price Hotels
3.35,3.5,0,94.0,7,13,Mid-Price Hotels,Mid-Price Hotels
4.34285714285714,4.5,0,100.0,14,13,Mid-Price Hotels,High-Price Hotels
4.70497427101201,4.5,2,100.0,33,22,Mid-Price Hotels,High-Price Hotels
3.0,3.0,0,86.0,30,18,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,0,12,Mid-Price Hotels,Mid-Price Hotels
4.31818181818182,4.5,0,100.0,8,16,Mid-Price Hotels,Mid-Price Hotels
4.64583333333333,4.5,0,99.0,28,26,Mid-Price Hotels,Mid-Price Hotels
4.53080568720379,4.5,0,100.0,29,10,High-Price Hotels,High-Price Hotels
2.2,2.0,0,100.0,0,19,Low-Price Hotels,Low-Price Hotels
4.5,4.5,0,100.0,44,6,High-Price Hotels,High-Price Hotels
4.45744680851064,4.5,0,100.0,42,7,High-Price Hotels,High-Price Hotels
3.74786324786325,3.5,0,100.0,15,5,High-Price Hotels,High-Price Hotels
4.55555555555556,4.5,0,97.0,12,22,Mid-Price Hotels,Mid-Price Hotels
4.09293680297398,4.0,0,100.0,18,26,Low-Price Hotels,Low-Price Hotels
2.75,3.0,0,71.0,0,24,Low-Price Hotels,Low-Price Hotels
4.86486486486486,5.0,0,100.0,17,18,Mid-Price Hotels,Mid-Price Hotels
3.89595375722543,4.0,0,45.0,25,5,Mid-Price Hotels,High-Price Hotels
3.953125,4.0,0,100.0,24,19,Mid-Price Hotels,Mid-Price Hotels
4.19277108433735,4.0,0,100.0,37,5,High-Price Hotels,High-Price Hotels
4.66101694915254,4.5,0,100.0,19,26,Mid-Price Hotels,Low-Price Hotels
4.48571428571429,4.5,0,100.0,18,27,Low-Price Hotels,Low-Price Hotels
4.89400921658986,5.0,0,86.0,11,3,High-Price Hotels,High-Price Hotels
2.95238095238095,3.0,0,79.0,16,23,Low-Price Hotels,Low-Price Hotels
4.68965517241379,4.5,0,100.0,13,6,High-Price Hotels,High-Price Hotels
4.5,4.5,0,100.0,0,17,Mid-Price Hotels,Mid-Price Hotels
4.78030303030303,5.0,0,100.0,21,7,High-Price Hotels,High-Price Hotels
4.80952380952381,5.0,0,81.0,18,21,Mid-Price Hotels,Low-Price Hotels
5.0,5.0,0,100.0,0,26,Low-Price Hotels,Low-Price Hotels
4.27272727272727,4.5,0,100.0,2,30,Low-Price Hotels,Low-Price Hotels
4.05263157894737,4.0,0,100.0,10,24,Low-Price Hotels,Low-Price Hotels
4.93162393162393,5.0,0,56.0,34,29,Low-Price Hotels,Low-Price Hotels
4.78289473684211,5.0,0,100.0,18,2,High-Price Hotels,High-Price Hotels
4.8,5.0,0,100.0,31,26,Mid-Price Hotels,Mid-Price Hotels
4.36486486486486,4.5,0,100.0,34,30,Low-Price Hotels,Low-Price Hotels
4.16666666666667,4.0,0,100.0,11,12,Mid-Price Hotels,Mid-Price Hotels
3.54887218045113,3.5,0,100.0,27,8,High-Price Hotels,High-Price Hotels
3.85714285714286,4.0,0,100.0,27,11,High-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,35,25,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,3,19,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,39.0,10,15,Low-Price Hotels,Low-Price Hotels
2.77777777777778,3.0,0,76.0,10,7,Low-Price Hotels,Mid-Price Hotels
4.64705882352941,4.5,0,100.0,11,1,High-Price Hotels,High-Price Hotels
4.35661764705882,4.5,0,64.0,30,30,Low-Price Hotels,Low-Price Hotels
4.81081081081081,5.0,0,100.0,26,10,High-Price Hotels,High-Price Hotels
3.81275221953188,4.0,9,100.0,37,16,High-Price Hotels,Mid-Price Hotels
2.83333333333333,3.0,0,100.0,10,22,Low-Price Hotels,Low-Price Hotels
3.74285714285714,3.5,0,100.0,8,8,Mid-Price Hotels,Mid-Price Hotels
3.22222222222222,3.0,0,100.0,17,18,Low-Price Hotels,Low-Price Hotels
2.0,2.0,0,100.0,0,8,Low-Price Hotels,Low-Price Hotels
2.25291828793774,2.5,0,100.0,7,15,Low-Price Hotels,Low-Price Hotels
4.6734693877551,4.5,0,100.0,41,9,High-Price Hotels,High-Price Hotels
1.0,1.0,0,100.0,0,13,Low-Price Hotels,Low-Price Hotels
4.7906976744186,5.0,0,37.0,28,28,Low-Price Hotels,Mid-Price Hotels
4.17253521126761,4.0,0,100.0,26,5,High-Price Hotels,High-Price Hotels
1.0,1.0,0,73.0,11,1,Low-Price Hotels,Low-Price Hotels
4.52122641509434,4.5,3,100.0,35,30,Mid-Price Hotels,Mid-Price Hotels
4.23684210526316,4.0,0,100.0,22,25,Low-Price Hotels,Low-Price Hotels
4.56,4.5,0,100.0,18,25,Mid-Price Hotels,Mid-Price Hotels
4.59701492537313,4.5,0,100.0,14,24,Mid-Price Hotels,Mid-Price Hotels
4.07970112079701,4.0,0,100.0,15,18,Mid-Price Hotels,Mid-Price Hotels
3.32876712328767,3.5,0,100.0,30,22,Low-Price Hotels,Low-Price Hotels
4.6,4.5,0,100.0,6,4,High-Price Hotels,High-Price Hotels
4.11940298507463,4.0,0,100.0,21,5,High-Price Hotels,High-Price Hotels
4.55789473684211,4.5,0,100.0,33,13,High-Price Hotels,High-Price Hotels
4.22222222222222,4.0,0,100.0,6,9,High-Price Hotels,Mid-Price Hotels
5.0,5.0,0,92.0,0,16,Mid-Price Hotels,Mid-Price Hotels
4.23222748815166,4.0,0,100.0,27,24,Mid-Price Hotels,Mid-Price Hotels
4.0,4.0,0,93.0,10,9,Mid-Price Hotels,High-Price Hotels
4.48148148148148,4.5,0,100.0,46,12,High-Price Hotels,High-Price Hotels
3.84444444444444,4.0,0,100.0,42,9,High-Price Hotels,High-Price Hotels
3.82901554404145,4.0,0,54.0,35,12,Low-Price Hotels,Mid-Price Hotels
4.34210526315789,4.5,0,100.0,15,15,Mid-Price Hotels,Mid-Price Hotels
3.78080295339179,4.0,5,100.0,37,17,High-Price Hotels,Mid-Price Hotels
2.688,2.5,0,66.0,23,3,Mid-Price Hotels,Low-Price Hotels
4.81318681318681,5.0,0,100.0,31,11,High-Price Hotels,High-Price Hotels
4.8968253968254,5.0,0,100.0,13,7,High-Price Hotels,High-Price Hotels
3.33333333333333,3.5,0,41.0,0,15,Low-Price Hotels,Low-Price Hotels
4.89285714285714,5.0,0,98.0,18,8,High-Price Hotels,High-Price Hotels
4.0,4.0,0,100.0,8,7,High-Price Hotels,Mid-Price Hotels
3.0,3.0,0,41.0,4,1,Low-Price Hotels,Low-Price Hotels
4.01162790697674,4.0,0,44.0,46,4,Mid-Price Hotels,High-Price Hotels
4.38235294117647,4.5,0,70.0,8,7,Mid-Price Hotels,Mid-Price Hotels
4.61971830985915,4.5,0,100.0,23,24,Mid-Price Hotels,Mid-Price Hotels
4.625,4.5,0,97.0,0,16,Mid-Price Hotels,Low-Price Hotels
5.0,5.0,0,38.0,19,4,Mid-Price Hotels,Mid-Price Hotels
3.62727272727273,3.5,0,75.0,43,22,Low-Price Hotels,Low-Price Hotels
4.64705882352941,4.5,0,87.0,5,16,Mid-Price Hotels,Mid-Price Hotels
4.10714285714286,4.0,0,100.0,6,7,High-Price Hotels,High-Price Hotels
3.46666666666667,3.5,0,100.0,25,24,Low-Price Hotels,Low-Price Hotels
4.63529411764706,4.5,0,100.0,23,27,Mid-Price Hotels,Mid-Price Hotels
2.33333333333333,2.5,0,100.0,23,18,Low-Price Hotels,Low-Price Hotels
4.35756385068762,4.5,0,98.0,21,6,High-Price Hotels,High-Price Hotels
3.37011494252874,3.5,0,100.0,44,25,Mid-Price Hotels,Low-Price Hotels
3.27272727272727,3.5,0,100.0,16,17,Mid-Price Hotels,Low-Price Hotels
4.6875,4.5,0,100.0,12,29,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,4,5,High-Price Hotels,High-Price Hotels
4.06078665077473,4.0,0,100.0,24,5,High-Price Hotels,High-Price Hotels
4.57142857142857,4.5,0,100.0,18,9,High-Price Hotels,High-Price Hotels
5.0,5.0,0,100.0,14,21,Mid-Price Hotels,Mid-Price Hotels
4.46341463414634,4.5,0,100.0,16,16,Mid-Price Hotels,Mid-Price Hotels
4.07407407407407,4.0,0,100.0,15,18,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,1,22,Mid-Price Hotels,Mid-Price Hotels
4.04670599803343,4.0,6,100.0,39,7,High-Price Hotels,High-Price Hotels
5.0,5.0,0,88.0,1,12,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,13,11,High-Price Hotels,High-Price Hotels
4.45454545454545,4.5,0,99.0,27,5,High-Price Hotels,High-Price Hotels
3.94343065693431,4.0,0,100.0,22,16,Mid-Price Hotels,Mid-Price Hotels
4.7,4.5,0,97.0,38,19,High-Price Hotels,High-Price Hotels
3.70833333333333,3.5,0,86.0,1,5,Mid-Price Hotels,Mid-Price Hotels
4.10773480662983,4.0,0,100.0,29,6,High-Price Hotels,High-Price Hotels
4.38666666666667,4.5,0,96.0,60,17,High-Price Hotels,High-Price Hotels
5.0,5.0,0,100.0,0,23,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,0,30,Low-Price Hotels,Low-Price Hotels
3.0,3.0,0,100.0,45,1,High-Price Hotels,High-Price Hotels
4.74545454545455,4.5,0,100.0,25,20,Mid-Price Hotels,Mid-Price Hotels
4.45,4.5,0,100.0,21,21,Mid-Price Hotels,Mid-Price Hotels
3.82926829268293,4.0,0,100.0,25,17,Mid-Price Hotels,Mid-Price Hotels
2.58333333333333,2.5,0,100.0,9,8,Mid-Price Hotels,Mid-Price Hotels
4.13207547169811,4.0,0,89.0,27,2,High-Price Hotels,High-Price Hotels
4.72340425531915,4.5,0,100.0,7,25,Low-Price Hotels,Low-Price Hotels
4.86486486486486,5.0,0,100.0,27,9,High-Price Hotels,High-Price Hotels
4.375,4.5,0,96.0,16,2,High-Price Hotels,High-Price Hotels
1.33333333333333,1.5,0,100.0,0,30,Low-Price Hotels,Low-Price Hotels
1.0,1.0,0,100.0,28,21,Low-Price Hotels,Low-Price Hotels
4.41121495327103,4.5,0,100.0,42,19,High-Price Hotels,Mid-Price Hotels
1.75,2.0,0,55.0,0,19,Low-Price Hotels,Low-Price Hotels
4.6875,4.5,0,99.0,15,24,Mid-Price Hotels,Mid-Price Hotels
4.25,4.5,0,100.0,8,12,Mid-Price Hotels,High-Price Hotels
5.0,5.0,0,100.0,0,23,Mid-Price Hotels,Mid-Price Hotels
4.32905982905983,4.5,0,100.0,17,11,High-Price Hotels,High-Price Hotels
4.66666666666667,4.5,0,100.0,13,18,Mid-Price Hotels,Mid-Price Hotels
4.94117647058824,5.0,0,100.0,25,15,High-Price Hotels,High-Price Hotels
2.41666666666667,2.5,0,100.0,18,29,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,0,3,High-Price Hotels,High-Price Hotels
4.6140350877193,4.5,0,91.0,14,24,Low-Price Hotels,Low-Price Hotels
4.17391304347826,4.0,0,100.0,3,14,Mid-Price Hotels,Mid-Price Hotels
4.66666666666667,4.5,0,100.0,10,7,High-Price Hotels,High-Price Hotels
1.75,2.0,0,100.0,3,18,Low-Price Hotels,Low-Price Hotels
3.75,4.0,0,80.0,4,6,Mid-Price Hotels,Mid-Price Hotels
4.5,4.5,0,100.0,19,3,High-Price Hotels,High-Price Hotels
4.57792207792208,4.5,0,100.0,44,16,High-Price Hotels,High-Price Hotels
4.10732984293194,4.0,0,100.0,17,12,Mid-Price Hotels,High-Price Hotels
4.0,4.0,0,85.0,20,23,Low-Price Hotels,Low-Price Hotels
4.52380952380952,4.5,0,81.0,27,22,Mid-Price Hotels,Mid-Price Hotels
4.1875,4.0,0,100.0,17,12,High-Price Hotels,High-Price Hotels
3.14285714285714,3.0,0,100.0,14,12,Mid-Price Hotels,Mid-Price Hotels
2.0,2.0,0,100.0,0,2,Mid-Price Hotels,Mid-Price Hotels
4.13888888888889,4.0,0,100.0,2,8,High-Price Hotels,Mid-Price Hotels
2.80769230769231,3.0,0,100.0,11,11,Mid-Price Hotels,Mid-Price Hotels
4.24444444444444,4.0,0,40.0,37,4,Mid-Price Hotels,High-Price Hotels
4.15254237288136,4.0,0,100.0,34,11,High-Price Hotels,High-Price Hotels
4.6,4.5,0,100.0,27,26,Mid-Price Hotels,Mid-Price Hotels
4.6,4.5,0,61.0,49,28,Low-Price Hotels,Low-Price Hotels
3.91731669266771,4.0,0,100.0,13,13,Mid-Price Hotels,Mid-Price Hotels
3.2,3.0,0,100.0,1,21,Low-Price Hotels,Low-Price Hotels
3.0,3.0,0,100.0,0,10,Mid-Price Hotels,Mid-Price Hotels
5.0,5.0,0,100.0,3,5,High-Price Hotels,High-Price Hotels
4.4364406779661,4.5,0,100.0,22,29,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,87.0,16,13,Mid-Price Hotels,Mid-Price Hotels
3.6,3.5,0,100.0,6,13,Mid-Price Hotels,Mid-Price Hotels
4.75,5.0,0,82.0,33,18,Mid-Price Hotels,Mid-Price Hotels
4.27272727272727,4.5,0,100.0,27,8,High-Price Hotels,High-Price Hotels
3.44660194174757,3.5,0,100.0,24,28,Low-Price Hotels,Low-Price Hotels
3.75,4.0,0,100.0,2,6,Mid-Price Hotels,Mid-Price Hotels
2.66666666666667,2.5,0,100.0,1,27,Low-Price Hotels,Low-Price Hotels
4.0,4.0,0,100.0,0,20,Low-Price Hotels,Low-Price Hotels
4.71794871794872,4.5,0,98.0,24,15,High-Price Hotels,High-Price Hotels
2.66666666666667,2.5,0,100.0,14,24,Low-Price Hotels,Low-Price Hotels
4.2,4.0,0,47.0,6,5,Low-Price Hotels,Mid-Price Hotels
3.96551724137931,4.0,0,100.0,31,28,Low-Price Hotels,Low-Price Hotels
3.66666666666667,3.5,0,100.0,23,11,Mid-Price Hotels,Mid-Price Hotels
4.43362831858407,4.5,0,100.0,25,23,Mid-Price Hotels,Mid-Price Hotels
3.70588235294118,3.5,0,100.0,25,5,High-Price Hotels,High-Price Hotels
4.53846153846154,4.5,0,87.0,21,3,High-Price Hotels,High-Price Hotels
4.3386524822695,4.5,4,100.0,31,4,High-Price Hotels,High-Price Hotels
